Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,City
Greek,"940 Pape Avenue
East York, ON M4K 3V2",Florida Greek Restaurant,(416) 422-2567,$11-30,floridarestaurantonpape.com,https://www.yelp.ca/biz/florida-greek-restaurant-east-york,43.686499,-79.347867,East York
Greek,"2859 St. Clair Avenue E
East York, ON M4B 1N4",St. Clair Diner,(416) 755-8882,,stclairdiner.ca,https://www.yelp.ca/biz/st-clair-diner-east-york,43.707303,-79.303635,East York
Greek,"1416 Victoria Park Avenue
East York, ON M4A 2M1",Sunrise Bar & Grill,(416) 752-6446,,sunrisebarandrestaurant.com,https://www.yelp.ca/biz/sunrise-bar-and-grill-east-york,43.71994,-79.300964,East York
Halal,"2994 Danforth Avenue
East York, ON M4C 1M7",Gharoa Restaurant,(416) 694-8720,Under $10,,https://www.yelp.ca/biz/gharoa-restaurant-east-york,43.690545,-79.291429,East York
Hot Dogs,"62 Laird Drive
East York, ON M4G 3V1",Burger Flame Foods,(416) 421-7450,,,https://www.yelp.ca/biz/burger-flame-foods-east-york,43.704704,-79.361545,East York
Indian,"3030 Danforth Avenue
East York, ON M4C 1N2",Red Hot Tandoori,(416) 901-6363,Under $10,redhottandoori.com,https://www.yelp.ca/biz/red-hot-tandoori-east-york,43.690857,-79.290016,East York
Indian,"375 Donlands Avenue
East York, ON M4J 3S2",Simba Grill,(416) 429-6057,$11-30,simbagrill.ca,https://www.yelp.ca/biz/simba-grill-east-york,43.693387,-79.342265,East York
Indian,"430 Dawes Road
East York, ON M4B 2E8",Rising Star West Indian Restaurant,(416) 755-7900,,,https://www.yelp.ca/biz/rising-star-west-indian-restaurant-east-york,43.701892,-79.297149,East York
Italian,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=6bb1a64dd9f00093&signature=01198bcb3edbc691d6d939c345f1c4c97fbbf99b93470974690c00501a1459ce&slot=0,43.69411,-79.342661,East York
Italian,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=61c4193d9bb19f0c&signature=3522a1c7705191865b919dc09313a98550b6d46fecd732fcd317e32208e0f03a&slot=0,43.69411,-79.342661,East York
Italian,"796 O'Connor Drive
East York, ON M4B 2T1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-3,43.705143,-79.313112,East York
Italian,"1641 Bayview Avenue
East York, ON M4G 3C1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-2,43.707098,-79.375444,East York
Italian,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=9b0aeadc4561e8ae&signature=b6233ba38a562e1a32d6cbddd49e90390b1042935790d9cd68e83900461fa784&slot=0,43.69411,-79.342661,East York
Italian,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=93069d7c7082cc47&signature=4493f6692ee0f902f0fe2bb7648e9eb86270a4d8ea5d6ba74d51a33ae65edc14&slot=1,43.69411,-79.342661,East York
Italian,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=be0acdbd5522de9a&signature=b17d57bf7ba7a9818b67ff19902bfe3dfcb7a2464dd9200ad51a52c02673942e&slot=1,43.69411,-79.342661,East York
Japanese,"1100 Davis Dr
Unit 3
East York, ON M4B 1C7",Golden maki,(905) 898-1028,,goldenmaki.com,https://www.yelp.ca/biz/golden-maki-east-york,43.691799,-79.327026,East York
Latin American,"420 Dawes Rd
East York, ON M4B 2E8",Chinese Recipe,(416) 288-8288,,,https://www.yelp.ca/biz/chinese-recipe-east-york,43.701615,-79.297177,East York
Mediterranean,"1011 Pape Avenue
East York, ON M4K 3V8",Shawarma Frenzy,(416) 696-5565,Under $10,,https://www.yelp.ca/biz/shawarma-frenzy-east-york,43.688014,-79.348322,East York
Middle Eastern,"1011 Pape Avenue
East York, ON M4K 3V8",Shawarma Frenzy,(416) 696-5565,Under $10,,https://www.yelp.ca/biz/shawarma-frenzy-east-york,43.688014,-79.348322,East York
Middle Eastern,"430 Dawes Road
East York, ON M4B 2E8",Rising Star West Indian Restaurant,(416) 755-7900,,,https://www.yelp.ca/biz/rising-star-west-indian-restaurant-east-york,43.701892,-79.297149,East York
Modern European,"914 Pape Avenue
East York, ON M4K 3V2",California Pub & Grill,(416) 461-1251,$11-30,californiapubandgrill.com,https://www.yelp.ca/biz/california-pub-and-grill-east-york,43.685851,-79.347669,East York
Pakistani,"3030 Danforth Avenue
East York, ON M4C 1N2",Red Hot Tandoori,(416) 901-6363,Under $10,redhottandoori.com,https://www.yelp.ca/biz/red-hot-tandoori-east-york,43.690857,-79.290016,East York
Pakistani,"430 Dawes Road
East York, ON M4B 2E8",Rising Star West Indian Restaurant,(416) 755-7900,,,https://www.yelp.ca/biz/rising-star-west-indian-restaurant-east-york,43.701892,-79.297149,East York
Pizza,"951 Pape Ave
East York, ON M4K 3V6",La Grotta Pizzeria,(416) 423-2244,$11-30,lagrottapizzeria.com,https://www.yelp.ca/biz/la-grotta-pizzeria-east-york,43.686821,-79.347689,East York
Pizza,"1201 Av Broadview
East York, ON M4K 2T1",Golden Pizza,(416) 425-3787,$11-30,,https://www.yelp.ca/biz/golden-pizza-east-york,43.689596,-79.354782,East York
Pizza,"1015 Coxwell Ave
East York, ON M4C 3G4",Free Topping Pizza,(416) 429-2202,Under $10,,https://www.yelp.ca/biz/free-topping-pizza-east-york,43.697054,-79.328872,East York
Pizza,"901 Millwood Road
East York, ON M4G 1X2",Bravo Pizza,(416) 425-2500,Under $10,bravopizza.ca,https://www.yelp.ca/biz/bravo-pizza-east-york,43.703163,-79.36406,East York
Pizza,"903 Coxwell Avenue
East York, ON M4C 3G1",Diamond Corner,(416) 425-2240,Under $10,diamondcorner.ca,https://www.yelp.ca/biz/diamond-corner-east-york-2,43.694063,-79.327738,East York
Pizza,"45 Overlea Boulevard
East York, ON M4H 1C3",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york,43.70569,-79.346018,East York
Pizza,"796 O'Connor Drive
East York, ON M4B 2T1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-3,43.705143,-79.313112,East York
Pizza,"1641 Bayview Avenue
East York, ON M4G 3C1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-2,43.707098,-79.375444,East York
Pizza,"471 Cosburn Ave
East York, ON M4J 2N6",Best Pizza In Town,(416) 696-8200,Under $10,,https://www.yelp.ca/biz/best-pizza-in-town-east-york,43.692827,-79.333995,East York
Pizza,"1117 O'connor Drive
East York, ON M4B 2T5",Panzerotto & Pizza 2 For 1,(416) 222-2221,,,https://www.yelp.ca/biz/panzerotto-and-pizza-2-for-1-east-york-2,43.710666,-79.308484,East York
Pizza,"1015 Coxwell Avenue
East York, ON M4C 3G4",241 Pizza,(416) 241-0241,,241pizza.com,https://www.yelp.ca/biz/241-pizza-east-york,43.697054,-79.328872,East York
Salad,"903 Coxwell Avenue
East York, ON M4C 3G1",Diamond Corner,(416) 425-2240,Under $10,diamondcorner.ca,https://www.yelp.ca/biz/diamond-corner-east-york-2,43.694063,-79.327738,East York
Sandwiches,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=2e257b5c2a1ba034&signature=91be18277b2db37e200ad8eebd56c2f596c6fae0dc38f71876edf6003b89bda2&slot=1,43.69411,-79.342661,East York
Sandwiches,"902 Millwood Road
East York, ON M4G 1X1",Millwood Melt Grilled Cheesery,(647) 885-7048,Under $10,millwoodmelt.com,https://www.yelp.ca/biz/millwood-melt-grilled-cheesery-east-york,43.703159,-79.363347,East York
Sandwiches,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=e317126c5d941211&signature=cbc8da8f0dd556b0dce8d1aa64254d4ffdcdcd84facdabdf65b9b551660516de&slot=1,43.69411,-79.342661,East York
Sandwiches,"213 Oak Park Avenue
East York, ON M4C 4N2",Oak Park Deli,(416) 424-3354,Under $10,oakparkdeli.com,https://www.yelp.ca/biz/oak-park-deli-east-york,43.693754,-79.310211,East York
Sandwiches,"1048 Av Pape
East York, ON M4K 3W2",Pape Sub & Grill,(416) 422-0834,$11-30,,https://www.yelp.ca/biz/pape-sub-and-grill-east-york,43.690164,-79.349122,East York
Sandwiches,"549 Sammon Avenue
East York, ON M4J 2B3",Last Drop Cafe,(416) 463-4646,Under $10,lastdrop.ca,https://www.yelp.ca/biz/last-drop-cafe-east-york,43.688755,-79.326064,East York
Sandwiches,"1068 Coxwell Avenue
East York, ON M4C 3G5",Mr Sub,(416) 467-4777,,,https://www.yelp.ca/biz/mr-sub-east-york-3,43.697274,-79.329623,East York
Sandwiches,"1500 O'connor Drive
East York, ON M4B 2T8",Tim Hortons,(416) 750-9883,Under $10,timhortons.com/ca/en,https://www.yelp.ca/biz/tim-hortons-east-york,43.714301,-79.307221,East York
Seafood,"96 Laird Drive
East York, ON M4G 3V3",The Olde Yorke Fish & Chips,(416) 696-9670,$11-30,oldeyorkefishandchips.com,https://www.yelp.ca/biz/the-olde-yorke-fish-and-chips-east-york,43.706109,-79.361876,East York
Seafood,"1549 O'connor Drive
East York, ON M4B 2V7",Nicki’s Fish & Chips,(416) 751-7550,,,https://www.yelp.ca/biz/nickis-fish-and-chips-east-york,43.714752,-79.305272,East York
Seafood,"1555 O'connor Drive
East York, ON M4B 2V7",O’connor Fish & Chips,(416) 752-2669,,,https://www.yelp.ca/biz/o-connor-fish-and-chips-east-york,43.715011,-79.305369,East York
Slovakian,"914 Pape Avenue
East York, ON M4K 3V2",California Pub & Grill,(416) 461-1251,$11-30,californiapubandgrill.com,https://www.yelp.ca/biz/california-pub-and-grill-east-york,43.685851,-79.347669,East York
Soup,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=fc9f713ec55931e1&signature=2cfb19d8c26028fc7ee82420f1b3ec46a6ff7b494d55e212d2052a75f5d66784&slot=1,43.69411,-79.342661,East York
Thai,"1235 Woodbine Ave
East York, ON M4C 4E5",Thai Wok Restaurant,(416) 423-2388,$11-30,,https://www.yelp.ca/biz/thai-wok-restaurant-east-york,43.693015,-79.315739,East York
